bf800000:	dummy;	3.4.0	1.8.4	0	1	0	0
3fde30d4:	dummy;	1.741948	16	0	88
3fdf10f6:	time lag;	1.73587	1.74195
3fde51ec:	dummy;	1.742892	16	0	88
3fdf12b2:	time lag;	1.73688	1.74289
3fde7ce2:	dummy;	1.743848	16	0	88
3fdf146e:	time lag;	1.73819	1.74385
3fdeaed2:	dummy;	1.744804	16	0	88
3fe01d8e:	time lag;	1.73971	1.74480
3fdec6c6:	dummy;	1.745759	15	-2	86
3fe01fd2:	time lag;	1.74044	1.74576
3fdeedd4:	dummy;	1.746715	14	-4	84
3fe021c8:	time lag;	1.74163	1.74672
3fdeeea6:	dummy;	1.747668	13	-6	82
3fe023fa:	time lag;	1.74166	1.74767
3fdf1434:	dummy;	1.748613	12	-8	80
3fe025d0:	time lag;	1.74280	1.74861
3fdf3cf8:	dummy;	1.749568	12	-8	80
3fe02784:	time lag;	1.74405	1.74957
3fdf6556:	dummy;	1.750525	12	-8	80
3fe02942:	time lag;	1.74528	1.75053
3fdf8eda:	dummy;	1.75148	12	-8	80
3fe02af6:	time lag;	1.74655	1.75148
3fdf8fce:	dummy;	1.752437	12	-8	80
3fe02caa:	time lag;	1.74658	1.75244
3fdfc7bc:	dummy;	1.753392	12	-8	80
3fe14574:	time lag;	1.74828	1.75339
3fdfd65a:	dummy;	1.75435	12	-8	80
3fe147b6:	time lag;	1.74873	1.75435
3fdffbc6:	dummy;	1.755305	12	-8	80
3fe149a6:	time lag;	1.74987	1.75530
3fe02132:	dummy;	1.756264	12	-8	80
3fe14b7c:	time lag;	1.75101	1.75626
3fe04b34:	dummy;	1.75722	12	-8	80
3fe14d38:	time lag;	1.75230	1.75722
3fe07286:	dummy;	1.758176	12	-8	80
3fe14ef4:	time lag;	1.75349	1.75818
3fe099ae:	dummy;	1.759132	12	-8	80
3fe150b0:	time lag;	1.75469	1.75913
3fe0c1f4:	dummy;	1.760091	12	-8	80
3fe15266:	time lag;	1.75592	1.76009
3fe0ecd0:	dummy;	1.762758	12	-9	81
3fe26644:	time lag;	1.75723	1.76276
3fe10dc0:	dummy;	1.763717	12	-10	82
3fe26888:	time lag;	1.75823	1.76372
3fe13388:	dummy;	1.76467	12	-11	83
3fe26a76:	time lag;	1.75939	1.76467
3fe15ac8:	dummy;	1.765616	12	-12	84
3fe26c4c:	time lag;	1.76058	1.76562
3fe15bac:	dummy;	1.766572	12	-12	84
3fe26e12:	time lag;	1.76061	1.76657
3fe17f84:	dummy;	1.76753	12	-12	84
3fe26fd6:	time lag;	1.76170	1.76753
3fe1a61e:	dummy;	1.768485	12	-12	84
3fe2719c:	time lag;	1.76288	1.76849
3fe1cd8a:	dummy;	1.769443	12	-12	84
3fe27358:	time lag;	1.76409	1.76944
3fe1f4cc:	dummy;	1.7704	12	-12	84
3fe2751c:	time lag;	1.76528	1.77040
3fe2195c:	dummy;	1.771357	12	-12	84
3fe39296:	time lag;	1.76640	1.77136
3fe24124:	dummy;	1.772315	12	-12	84
3fe394ea:	time lag;	1.76761	1.77232
3fe24208:	dummy;	1.773273	12	-12	84
3fe396e2:	time lag;	1.76764	1.77327
3fe2655a:	dummy;	1.774231	12	-12	84
3fe398b8:	time lag;	1.76872	1.77423
3fe28cc6:	dummy;	1.775189	12	-12	84
3fe39a7c:	time lag;	1.76992	1.77519
3fe2b5b2:	dummy;	1.776147	12	-12	84
3fe39c42:	time lag;	1.77117	1.77615
3fe2dd94:	dummy;	1.777106	12	-12	84
3fe39dfe:	time lag;	1.77239	1.77711
3fe2de90:	dummy;	1.778064	10	-10	84
3fe39fba:	time lag;	1.77242	1.77806
3fe30604:	dummy;	1.779018	8	-8	84
3fe3a176:	time lag;	1.77362	1.77902
3fe306ee:	dummy;	1.779956	6	-6	84
3fe3a334:	time lag;	1.77365	1.77996
3fe33da8:	dummy;	1.780897	4	-4	84
3fe4ad2e:	time lag;	1.77532	1.78090
3fe34fce:	dummy;	1.781853	4	-4	84
3fe4af82:	time lag;	1.77587	1.78185
3fe376bc:	dummy;	1.782809	4	-4	84
3fe4b170:	time lag;	1.77706	1.78281
3fe39e20:	dummy;	1.783764	4	-4	84
3fe4b33e:	time lag;	1.77826	1.78376
3fe3c6ec:	dummy;	1.78472	4	-4	84
3fe4b502:	time lag;	1.77951	1.78472
3fe3ebf2:	dummy;	1.78567	4	-4	84
3fe4b6c0:	time lag;	1.78064	1.78567
3fe3ecd4:	dummy;	1.786613	4	-4	84
3fe4b874:	time lag;	1.78066	1.78661
3fe41312:	dummy;	1.787567	4	-4	84
3fe4ba20:	time lag;	1.78183	1.78757
3fe43654:	dummy;	1.788524	4	-4	84
3fe4bbd4:	time lag;	1.78291	1.78852
3fe45b18:	dummy;	1.789479	4	-4	84
3fe5d894:	time lag;	1.78403	1.78948
3fe480e8:	dummy;	1.790435	4	-4	84
3fe5dae0:	time lag;	1.78518	1.79043
3fe4aae2:	dummy;	1.791392	4	-4	84
3fe5dcce:	time lag;	1.78646	1.79139
3fe4d3ae:	dummy;	1.792347	4	-4	84
3fe5de94:	time lag;	1.78771	1.79235
3fe4d488:	dummy;	1.793313	6	-4	84
3fe5e0be:	time lag;	1.78774	1.79331
3fe4f6d0:	dummy;	1.794269	8	-4	84
3fe5e28a:	time lag;	1.78878	1.79427
3fe521ac:	dummy;	1.795225	10	-4	84
3fe5e448:	time lag;	1.79009	1.79523
3fe548e4:	dummy;	1.796181	12	-4	84
3fe5e5fc:	time lag;	1.79129	1.79618
3fe5805e:	dummy;	1.797138	12	-4	84
3fe705b8:	time lag;	1.79298	1.79714
3fe58184:	dummy;	1.798096	12	-4	84
3fe70802:	time lag;	1.79302	1.79810
3fe595de:	dummy;	1.799053	12	-4	84
3fe709ea:	time lag;	1.79364	1.79905
3fe596b8:	dummy;	1.80001	12	-4	84
3fe70bb6:	time lag;	1.79366	1.80001
3fe5b9d0:	dummy;	1.800949	12	-4	84
3fe70d74:	time lag;	1.79473	1.80095
3fe5e100:	dummy;	1.801893	12	-4	84
3fe70f28:	time lag;	1.79593	1.80189
3fe6084a:	dummy;	1.80285	12	-4	84
3fe710d4:	time lag;	1.79713	1.80285
3fe62fa6:	dummy;	1.803806	12	-4	84
3fe71280:	time lag;	1.79833	1.80381
3fe656f0:	dummy;	1.804762	12	-4	84
3fe71422:	time lag;	1.79953	1.80476
3fe657c0:	dummy;	1.805718	12	-4	84
3fe715ce:	time lag;	1.79955	1.80572
3fe67cc8:	dummy;	1.806671	12	-4	84
3fe7177a:	time lag;	1.80068	1.80667
3fe6b1d6:	dummy;	1.807614	12	-4	84
3fe82d7c:	time lag;	1.80230	1.80761
3fe6c8ce:	dummy;	1.80857	12	-4	84
3fe82fb6:	time lag;	1.80300	1.80857
3fe6f146:	dummy;	1.809525	10	-5	84
3fe831be:	time lag;	1.80424	1.80953
3fe7184c:	dummy;	1.81048	8	-6	84
3fe833be:	time lag;	1.80543	1.81048
3fe73c58:	dummy;	1.811435	6	-7	84
3fe835a4:	time lag;	1.80653	1.81143
3fe73d32:	dummy;	1.812391	4	-8	84
3fe8376a:	time lag;	1.80656	1.81239
3fe76188:	dummy;	1.813347	4	-8	84
3fe8391e:	time lag;	1.80766	1.81335
3fe783e0:	dummy;	1.814303	4	-8	84
3fe83ada:	time lag;	1.80871	1.81430
3fe7abfc:	dummy;	1.815261	4	-8	84
3fe83cea:	time lag;	1.80994	1.81526
3fe7d76e:	dummy;	1.816216	4	-8	84
3fe94670:	time lag;	1.81126	1.81622
3fe7f8fc:	dummy;	1.817172	4	-8	84
3fe94916:	time lag;	1.81229	1.81717
3fe81b22:	dummy;	1.818127	4	-8	84
3fe94b28:	time lag;	1.81333	1.81813
3fe81bf4:	dummy;	1.819085	4	-8	84
3fe94d0e:	time lag;	1.81335	1.81909
3fe83fcc:	dummy;	1.820037	4	-8	84
3fe94edc:	time lag;	1.81445	1.82004
3fe8404a:	dummy;	1.820976	4	-8	84
3fe950a0:	time lag;	1.81446	1.82098
3fe8625e:	dummy;	1.821923	4	-8	84
3fe95254:	time lag;	1.81550	1.82192
3fe883a2:	dummy;	1.822867	4	-8	84
3fe95410:	time lag;	1.81652	1.82287
3fe8a9ce:	dummy;	1.823822	4	-8	84
3fe955c6:	time lag;	1.81768	1.82382
3fe8cff2:	dummy;	1.824778	4	-9	84
3fe9577a:	time lag;	1.81885	1.82478
3fe8f580:	dummy;	1.825733	4	-10	84
3fea64fe:	time lag;	1.81999	1.82573
3fe91b72:	dummy;	1.826686	4	-11	84
3fea6716:	time lag;	1.82115	1.82669
3fe941a6:	dummy;	1.82763	4	-12	84
3fea68fe:	time lag;	1.82232	1.82763
3fe968be:	dummy;	1.828588	4	-12	84
3fea6ad2:	time lag;	1.82351	1.82859
3fe96934:	dummy;	1.829543	4	-12	84
3fea6c98:	time lag;	1.82352	1.82954
3fe98a3c:	dummy;	1.830499	4	-12	84
3fea6e4c:	time lag;	1.82453	1.83050
3fe9b04e:	dummy;	1.831454	4	-12	84
3fea705c:	time lag;	1.82569	1.83145
3fe9d630:	dummy;	1.832412	4	-12	84
3fea721a:	time lag;	1.82685	1.83241
3fea0c6c:	dummy;	1.833369	4	-12	84
3feb8234:	time lag;	1.82850	1.83337
3fea22bc:	dummy;	1.834326	4	-12	84
3feb8466:	time lag;	1.82919	1.83433
3fea49dc:	dummy;	1.835282	4	-12	84
3feb864c:	time lag;	1.83038	1.83528
3fea6f60:	dummy;	1.83624	4	-12	84
3feb8812:	time lag;	1.83152	1.83624
3fea6fce:	dummy;	1.837195	4	-12	84
3feb8a32:	time lag;	1.83154	1.83719
3fea929a:	dummy;	1.838152	4	-12	84
3feb8c00:	time lag;	1.83260	1.83815
3feab66c:	dummy;	1.839108	4	-12	84
3feb8de6:	time lag;	1.83369	1.83911
3feab74e:	dummy;	1.840066	4	-12	84
3feb8f9c:	time lag;	1.83372	1.84007
3feade1a:	dummy;	1.841021	4	-12	84
3feb9150:	time lag;	1.83490	1.84102
3feb2baa:	dummy;	1.841971	4	-12	84
3feca5b6:	time lag;	1.83727	1.84197
3feb2cbe:	dummy;	1.842922	4	-12	84
3feca800:	time lag;	1.83730	1.84292
3feb54e2:	dummy;	1.843867	4	-12	84
3feca9f0:	time lag;	1.83853	1.84387
3feb55ce:	dummy;	1.844823	4	-12	84
3fecabbc:	time lag;	1.83856	1.84482
3feb7518:	dummy;	1.84578	4	-12	84
3fecad82:	time lag;	1.83951	1.84578
3feb9c6c:	dummy;	1.846735	4	-12	84
3fecaf46:	time lag;	1.84071	1.84674
3febc412:	dummy;	1.847693	4	-12	84
3fecb104:	time lag;	1.84192	1.84769
3febeb4a:	dummy;	1.848632	4	-12	84
3fecb2c0:	time lag;	1.84312	1.84863
3fec1272:	dummy;	1.84959	4	-12	84
3fecb474:	time lag;	1.84431	1.84959
3fec3690:	dummy;	1.850545	4	-12	84
3fecb630:	time lag;	1.84542	1.85055
3fec5b10:	dummy;	1.851501	4	-12	84
3fedc266:	time lag;	1.84653	1.85150
3fec5b86:	dummy;	1.852457	4	-12	84
3fedc4a0:	time lag;	1.84654	1.85246
3fec8020:	dummy;	1.853415	4	-12	84
3fedc78a:	time lag;	1.84766	1.85342
3feca276:	dummy;	1.854371	4	-12	84
3fedc98a:	time lag;	1.84871	1.85437
3fecca14:	dummy;	1.855328	4	-12	84
3fedcb58:	time lag;	1.84992	1.85533
3fecf312:	dummy;	1.856284	3	-11	84
3fedcd1c:	time lag;	1.85117	1.85628
3fed1a5c:	dummy;	1.857243	2	-10	84
3fedcee2:	time lag;	1.85237	1.85724
3fed4164:	dummy;	1.858198	1	-9	84
3fedd09e:	time lag;	1.85356	1.85820
3fed423e:	dummy;	1.859154	0	-8	84
3fedd2ae:	time lag;	1.85358	1.85915
3fed6d22:	dummy;	1.860109	0	-8	84
3feed706:	time lag;	1.85489	1.86011
3fed6e48:	dummy;	1.861067	0	-8	84
3feed940:	time lag;	1.85493	1.86107
3fed89f8:	dummy;	1.862018	0	-8	84
3feedb30:	time lag;	1.85577	1.86202
3fedaf32:	dummy;	1.862969	0	-8	84
3feedcfc:	time lag;	1.85691	1.86297
3fedd6c8:	dummy;	1.863907	0	-8	84
3feedec2:	time lag;	1.85812	1.86391
3fedfdde:	dummy;	1.864861	0	-8	84
3feee07e:	time lag;	1.85931	1.86486
3fee2728:	dummy;	1.865815	0	-8	84
3feee23a:	time lag;	1.86057	1.86582
3fee280a:	dummy;	1.866771	0	-8	84
3feee3f8:	time lag;	1.86060	1.86677
3fee4bec:	dummy;	1.867726	0	-8	84
3feee5a4:	time lag;	1.86169	1.86773
3fee8006:	dummy;	1.868678	0	-8	84
3fefed42:	time lag;	1.86328	1.86868
3fee9404:	dummy;	1.869621	0	-8	84
3fefef7c:	time lag;	1.86389	1.86962
3feebb4e:	dummy;	1.870578	0	-8	84
3feff1fa:	time lag;	1.86509	1.87058
3feee2b8:	dummy;	1.871532	0	-8	84
3feff3d0:	time lag;	1.86629	1.87153
3fef0b8e:	dummy;	1.872487	1	-7	85
3feff58c:	time lag;	1.86754	1.87249
3fef0c68:	dummy;	1.873443	2	-6	86
3feff748:	time lag;	1.86757	1.87344
3fef31c2:	dummy;	1.874399	3	-5	87
3feff906:	time lag;	1.86871	1.87440
3fef5464:	dummy;	1.875355	4	-4	88
3feffac2:	time lag;	1.86976	1.87536
3fef7f8c:	dummy;	1.876311	4	-4	88
3feffc76:	time lag;	1.87108	1.87631
3fefa7da:	dummy;	1.877268	4	-4	88
3ff1008a:	time lag;	1.87231	1.87727
3fefd0c8:	dummy;	1.878224	4	-4	88
3ff102c4:	time lag;	1.87356	1.87822
3fefd1a2:	dummy;	1.879179	4	-4	88
3ff104ac:	time lag;	1.87358	1.87918
3feff730:	dummy;	1.880136	4	-4	88
3ff10682:	time lag;	1.87473	1.88014
3feff802:	dummy;	1.881092	4	-4	88
3ff108a2:	time lag;	1.87476	1.88109
3ff01d86:	dummy;	1.882049	4	-4	88
3ff10a70:	time lag;	1.87590	1.88205
3ff045dc:	dummy;	1.883005	4	-4	88
3ff10c3e:	time lag;	1.87713	1.88301
3ff06e3c:	dummy;	1.883944	4	-4	88
3ff10dfa:	time lag;	1.87836	1.88394
3ff0a866:	dummy;	1.884886	4	-4	88
3ff229c0:	time lag;	1.88014	1.88489
3ff0a982:	dummy;	1.885844	4	-4	88
3ff22bf2:	time lag;	1.88017	1.88584
3ff0b65a:	dummy;	1.886798	4	-4	88
3ff22dd8:	time lag;	1.88056	1.88680
3ff0dad4:	dummy;	1.887754	4	-5	88
3ff22fa6:	time lag;	1.88168	1.88775
3ff10110:	dummy;	1.888709	4	-6	88
3ff23162:	time lag;	1.88284	1.88871
3ff129cc:	dummy;	1.889662	4	-7	88
3ff23316:	time lag;	1.88409	1.88966
3ff15126:	dummy;	1.890605	4	-8	88
3ff234d2:	time lag;	1.88529	1.89061
3ff178a2:	dummy;	1.891561	4	-8	88
3ff2367e:	time lag;	1.88649	1.89156
3ff1a262:	dummy;	1.892515	4	-8	88
3ff2382a:	time lag;	1.88777	1.89251
3ff1a33c:	dummy;	1.89347	4	-8	88
3ff239de:	time lag;	1.88779	1.89347
3ff1d438:	dummy;	1.894425	4	-8	88
3ff3476a:	time lag;	1.88929	1.89443
3ff1ed8e:	dummy;	1.895381	4	-8	88
3ff349ae:	time lag;	1.89006	1.89538
3ff21272:	dummy;	1.896337	4	-8	88
3ff34ba6:	time lag;	1.89119	1.89634
3ff23aca:	dummy;	1.897292	4	-8	88
3ff34d7a:	time lag;	1.89242	1.89729
3ff262dc:	dummy;	1.898249	4	-8	88
3ff34f40:	time lag;	1.89364	1.89825
3ff263be:	dummy;	1.899205	4	-8	88
3ff350fc:	time lag;	1.89367	1.89921
3ff285ca:	dummy;	1.90016	4	-8	88
3ff352ba:	time lag;	1.89471	1.90016
3ff2ad14:	dummy;	1.901115	4	-8	88
3ff35476:	time lag;	1.89591	1.90112
3ff2ae00:	dummy;	1.902072	4	-8	88
3ff35632:	time lag;	1.89594	1.90207
3ff2d612:	dummy;	1.903025	4	-8	88
3ff3584c:	time lag;	1.89716	1.90302
3ff2fae0:	dummy;	1.903967	5	-8	88
3ff476ea:	time lag;	1.89828	1.90397
3ff31f46:	dummy;	1.90492	6	-8	88
3ff4799a:	time lag;	1.89939	1.90492
3ff348dc:	dummy;	1.905862	7	-8	88
3ff47b92:	time lag;	1.90066	1.90586
3ff349c6:	dummy;	1.906817	8	-8	88
3ff47d68:	time lag;	1.90069	1.90682
3ff36bb2:	dummy;	1.907773	8	-8	88
3ff47f34:	time lag;	1.90172	1.90777
3ff3949e:	dummy;	1.908728	8	-8	88
3ff480fa:	time lag;	1.90297	1.90873
3ff3bd7c:	dummy;	1.909679	8	-8	88
3ff482ae:	time lag;	1.90422	1.90968
3ff3e542:	dummy;	1.910623	8	-8	88
3ff4846a:	time lag;	1.90543	1.91062
3ff41ece:	dummy;	1.911579	8	-8	88
3ff589b6:	time lag;	1.90719	1.91158
3ff41ffc:	dummy;	1.912534	8	-8	88
3ff58bf8:	time lag;	1.90723	1.91253
3ff4336a:	dummy;	1.913489	8	-8	88
3ff58dde:	time lag;	1.90782	1.91349
3ff45a58:	dummy;	1.914445	8	-8	88
3ff58fb4:	time lag;	1.90901	1.91444
3ff482b6:	dummy;	1.915402	8	-8	88
3ff5917a:	time lag;	1.91024	1.91540
3ff4ab04:	dummy;	1.916357	8	-8	88
3ff593b4:	time lag;	1.91147	1.91636
3ff4d0d4:	dummy;	1.917313	8	-8	88
3ff59570:	time lag;	1.91262	1.91731
3ff4d1b8:	dummy;	1.918269	8	-8	88
3ff59724:	time lag;	1.91265	1.91827
3ff4f462:	dummy;	1.919224	9	-7	88
3ff598d8:	time lag;	1.91371	1.91922
3ff51c1a:	dummy;	1.92018	10	-6	88
3ff59a8c:	time lag;	1.91492	1.92018
3ff542f6:	dummy;	1.921137	11	-5	88
3ff6a05e:	time lag;	1.91611	1.92114
3ff56bdc:	dummy;	1.922095	12	-4	88
3ff6a298:	time lag;	1.91735	1.92210
3ff56cce:	dummy;	1.923052	12	-4	88
3ff6a476:	time lag;	1.91738	1.92305
3ff59442:	dummy;	1.924005	12	-4	88
3ff6a644:	time lag;	1.91859	1.92400
3ff59524:	dummy;	1.924945	12	-4	88
3ff6a866:	time lag;	1.91861	1.92494
3ff5bb4a:	dummy;	1.925889	12	-4	88
3ff6aa32:	time lag;	1.91978	1.92589
3ff5e426:	dummy;	1.926845	12	-4	88
3ff6abe6:	time lag;	1.92103	1.92684
3ff60c74:	dummy;	1.927801	12	-4	88
3ff6ad9a:	time lag;	1.92226	1.92780
3ff647fe:	dummy;	1.928757	12	-4	88
3ff7badc:	time lag;	1.92407	1.92876
3ff65a60:	dummy;	1.929714	12	-4	88
3ff7bd16:	time lag;	1.92463	1.92971
3ff65b3a:	dummy;	1.930666	12	-4	88
3ff7bf8c:	time lag;	1.92466	1.93067
3ff67f9a:	dummy;	1.93161	12	-4	88
3ff7c17a:	time lag;	1.92577	1.93161
3ff6a886:	dummy;	1.932564	12	-4	88
3ff7c340:	time lag;	1.92702	1.93256
3ff6d0de:	dummy;	1.93352	12	-4	88
3ff7c4fc:	time lag;	1.92825	1.93352
3ff6f912:	dummy;	1.934475	12	-4	88
3ff7c6b8:	time lag;	1.92948	1.93447
3ff7207e:	dummy;	1.935433	11	-4	86
3ff7c86c:	time lag;	1.93068	1.93543
3ff72170:	dummy;	1.936389	10	-4	84
3ff7ca22:	time lag;	1.93071	1.93639
3ff742bc:	dummy;	1.937346	9	-4	82
3ff7cbd6:	time lag;	1.93172	1.93735
3ff767aa:	dummy;	1.938301	8	-4	80
3ff8e42a:	time lag;	1.93285	1.93830
3ff791d6:	dummy;	1.939259	8	-4	80
3ff8e704:	time lag;	1.93414	1.93926
3ff7b76c:	dummy;	1.940214	8	-4	80
3ff8e904:	time lag;	1.93529	1.94021
3ff7df98:	dummy;	1.941169	8	-4	80
3ff8eada:	time lag;	1.93651	1.94117
3ff80496:	dummy;	1.942125	8	-4	80
3ff8eca6:	time lag;	1.93764	1.94213
3ff8058a:	dummy;	1.943082	8	-4	80
3ff8ee64:	time lag;	1.93767	1.94308
3ff805d6:	dummy;	1.944039	8	-4	80
3ff8f020:	time lag;	1.93768	1.94404
3ff82bb6:	dummy;	1.944991	8	-4	80
3ff8f1d4:	time lag;	1.93883	1.94499
3ff854ce:	dummy;	1.945939	8	-4	80
3ff8f388:	time lag;	1.94009	1.94594
3ff88df4:	dummy;	1.946882	8	-4	80
3ff9f71e:	time lag;	1.94183	1.94688
3ff8a276:	dummy;	1.947838	8	-4	80
3ff9f962:	time lag;	1.94246	1.94784
3ff8c494:	dummy;	1.948794	8	-4	80
3ff9fb58:	time lag;	1.94350	1.94879
3ff8c53c:	dummy;	1.949749	8	-4	80
3ff9fd2e:	time lag;	1.94352	1.94975
3ff8ec3a:	dummy;	1.950705	10	-4	82
3ff9fefc:	time lag;	1.94471	1.95070
3ff91316:	dummy;	1.951658	12	-4	84
3ffa00ca:	time lag;	1.94589	1.95166
3ff93c70:	dummy;	1.952602	14	-4	86
3ffa0286:	time lag;	1.94716	1.95260
3ff963ba:	dummy;	1.953557	16	-4	88
3ffa044a:	time lag;	1.94836	1.95356
3ff99eae:	dummy;	1.954513	16	-4	88
3ffb1782:	time lag;	1.95016	1.95451
3ff99fd4:	dummy;	1.955468	16	-4	88
3ffb19c6:	time lag;	1.95019	1.95547
3ff9ad8e:	dummy;	1.956426	16	-4	88
3ffb1bb4:	time lag;	1.95061	1.95643
3ff9d6d8:	dummy;	1.957382	16	-4	88
3ffb1d8a:	time lag;	1.95187	1.95738
3ff9ffe6:	dummy;	1.958339	16	-4	88
3ffb1f50:	time lag;	1.95312	1.95834
3ffa28aa:	dummy;	1.959295	16	-4	88
3ffb211c:	time lag;	1.95437	1.95930
3ffa51ca:	dummy;	1.960253	16	-4	88
3ffb22da:	time lag;	1.95562	1.96025
3ffa52a4:	dummy;	1.961209	16	-4	88
3ffb248e:	time lag;	1.95565	1.96121
3ffa7582:	dummy;	1.962166	16	-4	88
3ffb2642:	time lag;	1.95671	1.96217
3ffa9e56:	dummy;	1.963123	16	-4	88
3ffb27f6:	time lag;	1.95796	1.96312
3ffa9f40:	dummy;	1.96408	16	-4	88
3ffb29aa:	time lag;	1.95798	1.96408
3ffac3fc:	dummy;	1.965038	16	-4	88
3ffc43bc:	time lag;	1.95911	1.96504
3ffaeab0:	dummy;	1.96599	16	-4	88
3ffc472c:	time lag;	1.96029	1.96599
3ffb1348:	dummy;	1.966938	14	-5	88
3ffc4a20:	time lag;	1.96153	1.96694
3ffb37e2:	dummy;	1.967882	12	-6	88
3ffc4ce8:	time lag;	1.96264	1.96788
3ffb38c6:	dummy;	1.968839	10	-7	88
3ffc501e:	time lag;	1.96267	1.96884
3ffb5b4e:	dummy;	1.969794	8	-8	88
3ffc52f8:	time lag;	1.96372	1.96979
3ffb8444:	dummy;	1.97075	8	-8	88
3ffc55a8:	time lag;	1.96497	1.97075
3ffbacc4:	dummy;	1.971703	8	-8	88
3ffc5858:	time lag;	1.96621	1.97170
3ffbd406:	dummy;	1.972656	8	-8	88
3ffc5b00:	time lag;	1.96741	1.97266
3ffbfa12:	dummy;	1.973599	8	-8	88
3ffd5536:	time lag;	1.96857	1.97360
3ffbfa90:	dummy;	1.974555	8	-8	88
3ffd577a:	time lag;	1.96858	1.97456
3ffc1e7a:	dummy;	1.975509	8	-8	88
3ffd5968:	time lag;	1.96968	1.97551
3ffc459a:	dummy;	1.976464	8	-8	88
3ffd5b36:	time lag;	1.97087	1.97646
3ffc6e86:	dummy;	1.977421	8	-8	88
3ffd5cfa:	time lag;	1.97212	1.97742
3ffc96de:	dummy;	1.978377	8	-8	88
3ffd5eae:	time lag;	1.97335	1.97838
3ffcc144:	dummy;	1.979333	8	-8	88
3ffd6064:	time lag;	1.97465	1.97933
3ffcc21e:	dummy;	1.980289	8	-8	88
3ffd628c:	time lag;	1.97467	1.98029
3ffce44c:	dummy;	1.981246	8	-8	88
3ffd6440:	time lag;	1.97572	1.98125
3ffd05e2:	dummy;	1.982202	8	-9	88
3ffe8630:	time lag;	1.97674	1.98220
3ffd2faa:	dummy;	1.983158	8	-10	88
3ffe88f8:	time lag;	1.97802	1.98316
3ffd5800:	dummy;	1.984115	8	-11	88
3ffe8af8:	time lag;	1.97925	1.98412
3ffd58ea:	dummy;	1.985072	8	-12	88
3ffe8cce:	time lag;	1.97928	1.98507
3ffd843c:	dummy;	1.986026	8	-12	88
3ffe8e92:	time lag;	1.98060	1.98603
3ffd8528:	dummy;	1.986965	8	-12	88
3ffe9058:	time lag;	1.98063	1.98697
3ffda7da:	dummy;	1.987916	8	-12	88
3ffe9214:	time lag;	1.98168	1.98792
3ffdcb36:	dummy;	1.98886	8	-12	88
3ffe93d0:	time lag;	1.98276	1.98886
3ffdf424:	dummy;	1.989816	8	-12	88
3ffe9586:	time lag;	1.98401	1.98982
3ffe2fe8:	dummy;	1.990771	8	-12	88
3fffb584:	time lag;	1.98584	1.99077
3ffe430c:	dummy;	1.991728	8	-12	88
3fffb8ba:	time lag;	1.98642	1.99173
3ffe6af4:	dummy;	1.992685	8	-12	88
3fffbafe:	time lag;	1.98764	1.99269
3ffe6be8:	dummy;	1.993626	8	-12	88
3fffbce4:	time lag;	1.98767	1.99363
3ffe8cf8:	dummy;	1.994582	8	-12	88
3fffbea0:	time lag;	1.98868	1.99458
3ffeaf2e:	dummy;	1.995539	8	-12	88
3fffc05e:	time lag;	1.98972	1.99554
3ffed6aa:	dummy;	1.996494	8	-12	88
3fffc212:	time lag;	1.99093	1.99649
3fff0072:	dummy;	1.997451	8	-12	88
3fffc3ce:	time lag;	1.99220	1.99745
3fff27bc:	dummy;	1.998408	7	-10	87
3fffc582:	time lag;	1.99340	1.99841
3fff5fee:	dummy;	1.999365	6	-8	86
400072b9:	time lag;	1.99512	1.99937
3fff60b8:	dummy;	2.00032	5	-6	85
400073ef:	time lag;	1.99514	2.00032
3fff6eb4:	dummy;	2.001275	4	-4	84
40007500:	time lag;	1.99557	2.00128
3fff92ea:	dummy;	2.002231	4	-4	84
400075ef:	time lag;	1.99667	2.00223
3fffb61c:	dummy;	2.003187	4	-4	84
400076d1:	time lag;	1.99775	2.00319
3fffded6:	dummy;	2.004143	4	-4	84
400077af:	time lag;	1.99899	2.00414
40000397:	dummy;	2.005099	4	-4	84
40007889:	time lag;	2.00022	2.00510
40000410:	dummy;	2.006055	4	-4	84
40007968:	time lag;	2.00025	2.00605
40001733:	dummy;	2.00701	4	-4	84
40007a42:	time lag;	2.00142	2.00701
40002b2c:	dummy;	2.00795	4	-4	84
40007b18:	time lag;	2.00264	2.00795
40002b9d:	dummy;	2.008887	4	-4	84
40007bee:	time lag;	2.00266	2.00889
40004a02:	dummy;	2.009843	4	-4	84
400109cc:	time lag;	2.00452	2.00984
40006180:	dummy;	2.010798	4	-4	84
40010ae9:	time lag;	2.00595	2.01080
400061ed:	dummy;	2.011753	4	-4	84
40010bdd:	time lag;	2.00598	2.01175
4000754b:	dummy;	2.012709	4	-4	84
40010cf1:	time lag;	2.00716	2.01271
40008972:	dummy;	2.01366	4	-4	82
40010ddc:	time lag;	2.00839	2.01366
40009daa:	dummy;	2.014603	4	-4	80
40010efe:	time lag;	2.00962	2.01460
40009e13:	dummy;	2.015558	4	-4	78
4001101b:	time lag;	2.00965	2.01556
4000aed1:	dummy;	2.016513	4	-4	76
40011106:	time lag;	2.01067	2.01651
4000c098:	dummy;	2.017467	4	-4	76
400111e4:	time lag;	2.01175	2.01747
4000df16:	dummy;	2.018425	4	-4	76
40019b84:	time lag;	2.01362	2.01843
4000e582:	dummy;	2.01938	4	-4	76
40019c78:	time lag;	2.01401	2.01938
